Author,Title,Poetry Foundation ID,Content,Length,Topics
Christina Rossetti,A Dirge,50291,"Why were you born when the snow was falling?
You should have come to the cuckoo's calling,
Or when grapes are green in the cluster,
Or, at least, when lithe swallows muster
For their far off flying
From summer dying.

Why did you die when the lambs were cropping?
You should have died at the apples' dropping,
When the grasshopper comes to trouble,
And the wheat-fields are sodden stubble,
And all winds go sighing
For sweet things dying",79,"sweet things, lithe swallows, trouble, falling, winds, wheat-fields, stubble, sodden, snow, sighing"
Christina Rossetti,Echo,50289,"Come to me in the silence of the night;
Come in the speaking silence of a dream;
Come with soft rounded cheeks and eyes as bright
As sunlight on a stream;
Come back in tears,
O memory, hope, love of finished years.

Oh dream how sweet, too sweet, too bitter sweet,
Whose wakening should have been in Paradise,
Where souls brimfull of love abide and meet;
Where thirsting longing eyes
Watch the slow door
That opening, letting in, lets out no more.

Yet come to me in dreams, that I may live
My very life again tho' cold in death:
Come back to me in dreams, that I may give
Pulse for pulse, breath for breath:
Speak low, lean low,
As long ago, my love, how long ago",128,"speaking silence, souls brimfull, slow door, finished years, tears, sweet, paradise, longing, dreams, dream"
Christina Rossetti,"When I am dead, my dearest",45003,"When I am dead, my dearest,
Sing no sad songs for me;
Plant thou no roses at my head,
Nor shady cypress tree:
Be the green grass above me
With showers and dewdrops wet;
And if thou wilt, remember,
And if thou wilt, forget.

I shall not see the shadows,
I shall not feel the rain;
I shall not hear the nightingale
Sing on, as if in pain:
And dreaming through the twilight
That doth not rise nor set,
Haply I may remember,
And haply may forget",87,"shady cypress, green grass, cypress tree, pain, forget, dearest, dead"
Christina Rossetti,Amor Mundi,46454,"""Oh where are you going with your love-locks flowing
On the west wind blowing along this valley track?""
""The downhill path is easy, come with me an it please ye,
We shall escape the uphill by never turning back.""

So they two went together in glowing August weather,
The honey-breathing heather lay to their left and right;
And dear she was to dote on, her swift feet seemed to float on
The air like soft twin pigeons too sportive to alight.

""Oh what is that in heaven where gray cloud-flakes are seven,
Where blackest clouds hang riven just at the rainy skirt?""
""Oh that's a meteor sent us, a message dumb, portentous,
An undeciphered solemn signal of help or hurt.""

""Oh what is that glides quickly where velvet flowers grow thickly,
Their scent comes rich and sickly?""-""A scaled and hooded worm.""
""Oh what's that in the hollow, so pale I quake to follow?""
""Oh that's a thin dead body which waits the eternal term.""

""Turn again, O my sweetest,-turn again, false and fleetest:
This beaten way thou beatest I fear is hell's own track.""
""Nay, too steep for hill-mounting; nay, too late for cost-counting:
This downhill path is easy, but there's no turning back.""",231,"dead body, message dumb, swift feet, solemn signal, rainy skirt, west wind, valley track, twin pigeons, soft twin, gray cloud-flakes, eternal term"
Christina Rossetti,"Remember
 
 
  
   Launch Audio in a New Window",45000,"Remember me when I am gone away,
Gone far away into the silent land;
When you can no more hold me by the hand,
Nor I half turn to go yet turning stay.
Remember me when no more day by day
You tell me of our future that you planned:
Only remember me; you understand
It will be late to counsel then or pray.
Yet if you should forget me for a while
And afterwards remember, do not grieve:
For if the darkness and corruption leave
A vestige of the thoughts that once I had,
Better by far you should forget and smile
Than that you should remember and be sad",111,"silent land, half turn, pray, hand, darkness, vestige, turning, thoughts"
Christina Rossetti,Somewhere or Other,50504,"Somewhere or other there must surely be
The face not seen, the voice not heard,
The heart that not yet-never yet-ah me!
Made answer to my word.

Somewhere or other, may be near or far;
Past land and sea, clean out of sight;
Beyond the wandering moon, beyond the star
That tracks her night by night.

Somewhere or other, may be far or near;
With just a wall, a hedge, between;
With just the last leaves of the dying year
Fallen on a turf grown green",86,"turf grown, past land, grown green, surely, yet-ah, year, word, wandering, wall, voice"
Christina Rossetti,"""Crying, my little one, footsore and weary""",53532,"Crying, my little one, footsore and weary?
Fall asleep, pretty one, warm on my shoulder:
I must tramp on through the winter night dreary,
While the snow falls on me colder and colder.

You are my one, and I have not another;
Sleep soft, my darling, my trouble and treasure;
Sleep warm and soft in the arms of your mother,
Dreaming of pretty things, dreaming of pleasure",67,"pretty things, night dreary, sleep soft, fall asleep, weary, warm, trouble, treasure, pleasure, darling, crying, snow"
Christina Rossetti,"Passing away, Saith the World",44998,"Passing away, saith the World, passing away:
Chances, beauty and youth, sapped day by day:
Thy life never continueth in one stay.
Is the eye waxen dim, is the dark hair changing to grey
That hath won neither laurel nor bay?
I shall clothe myself in Spring and bud in May:
Thou, root-stricken, shalt not rebuild thy decay
On my bosom for aye.
Then I answered: Yea.

Passing away, saith my Soul, passing away:
With its burden of fear and hope, of labour and play,
Hearken what the past doth witness and say:
Rust in thy gold, a moth is in thine array,
A canker is in thy bud, thy leaf must decay.
At midnight, at cockcrow, at morning, one certain day
Lo, the Bridegroom shall come and shall not delay:
Watch thou and pray.
Then I answered: Yea.

Passing away, saith my God, passing away:
Winter passeth after the long delay:
New grapes on the vine, new figs on the tender spray,
Turtle calleth turtle in Heaven's May.
Though I tarry, wait for Me, trust Me, watch and pray.
Arise, come away, night is past and lo it is day,
My love, My sister, My spouse, thou shalt hear Me say.
Then I answered: Yea",207,"waxen dim, turtle calleth, tender spray, dark hair, calleth turtle, pray, play, heaven, fear"
Christina Rossetti,I loved you first: but afterwards your love,50507,"Poca favilla gran fiamma seconda. - Dante

Ogni altra cosa, ogni pensier va fore,
E sol ivi con voi rimansi amore. - Petrarca
I loved you first: but afterwards your love
Outsoaring mine, sang such a loftier song
As drowned the friendly cooings of my dove.
Which owes the other most? my love was long,
And yours one moment seemed to wax more strong;
I loved and guessed at you, you construed me
And loved me for what might or might not be -
Nay, weights and measures do us both a wrong.
For verily love knows not 'mine' or 'thine;'
With separate 'I' and 'thou' free love has done,
For one is both and both are one in love:
Rich love knows nought of 'thine that is not mine;'
Both have the strength and both the length thereof,
Both of us, of the love which makes us one",146,"friendly cooings, rimansi amore, pensier va, length thereof, gran fiamma, fiamma seconda, favilla gran, wrong, strong, strength, free, weights"
Edgar Allan Poe,To My Mother,55569,"Because I feel that, in the Heavens above,
The angels, whispering to one another,
Can find, among their burning terms of love,
None so devotional as that of ""Mother,""
Therefore by that dear name I long have called you-
You who are more than mother unto me,
And fill my heart of hearts, where Death installed you
In setting my Virginia's spirit free.
My mother-my own mother, who died early,
Was but the mother of myself; but you
Are mother to the one I loved so dearly,
And thus are dearer than the mother I knew
By that infinity with which my wife
Was dearer to my soul than its soul-life",114,"burning terms, spirit, heavens, free, devotional, death, dearly, dearer, dear, you, wife, whispering, soul-life"
Edgar Allan Poe,Fairy-Land,48627,"Dim vales-and shadowy floods-
And cloudy-looking woods,
Whose forms we can't discover
For the tears that drip all over:
Huge moons there wax and wane-
Again-again-again-
Every moment of the night-
Forever changing places-
And they put out the star-light
With the breath from their pale faces.
About twelve by the moon-dial,
One more filmy than the rest
(A kind which, upon trial,
They have found to be the best)
Comes down-still down-and down
With its centre on the crown
Of a mountain's eminence,
While its wide circumference
In easy drapery falls
Over hamlets, over halls,
Wherever they may be-
Over the strange woods-over the sea-
Over spirits on the wing-
Over every drowsy thing-
And buries them up quite
In a labyrinth of light-
And then, how, deep! -O, deep,
Is the passion of their sleep.
In the morning they arise,
And their moony covering
Is soaring in the skies,
With the tempests as they toss,
Like-almost any thing-
Or a yellow Albatross.
They use that moon no more
For the same end as before,
Videlicet, a tent-
Which I think extravagant:
Its atomies, however,
Into a shower dissever,
Of which those butterflies
Of Earth, who seek the skies,
And so come down again
(Never-contented things!)
Have brought a specimen
Upon their quivering wings",217,"easy drapery, huge moons, yellow albatross, wide circumference, vales-and shadowy, shower dissever, quivering wings"
Edgar Allan Poe,To Helen,44888,"Helen, thy beauty is to me
Like those Nicéan barks of yore,
That gently, over a perfumed sea,
The weary, way-worn wanderer bore
To his own native shore.

On desperate seas long wont to roam,
Thy hyacinth hair, thy classic face,
Thy Naiad airs have brought me home
To the glory that was Greece,
And the grandeur that was Rome.

Lo! in yon brilliant window-niche
How statue-like I see thee stand,
The agate lamp within thy hand!
Ah, Psyche, from the regions which
Are Holy-Land",85,"brilliant window-niche, desperate seas, wanderer bore, way-worn wanderer, perfumed sea, nicéan barks, native shore, naiad airs"
Edgar Allan Poe,Eldorado,48634,"Gaily bedight,
A gallant knight,
In sunshine and in shadow,
Had journeyed long,
Singing a song,
In search of Eldorado.

But he grew old-
This knight so bold-
And over his heart a shadow-
Fell as he found
No spot of ground
That looked like Eldorado.

And, as his strength
Failed him at length,
He met a pilgrim shadow-
'Shadow,' said he,
'Where can it be-
This land of Eldorado?'

'Over the Mountains
Of the Moon,
Down the Valley of the Shadow,
Ride, boldly ride,'
The shade replied,-
'If you seek for Eldorado!'",93,"gallant knight, strength, boldly, bold, where, valley, spot, singing, shadow"
Edgar Allan Poe,To One in Paradise,50462,"Thou wast that all to me, love,
For which my soul did pine-
A green isle in the sea, love,
A fountain and a shrine,
All wreathed with fairy fruits and flowers,
And all the flowers were mine.

Ah, dream too bright to last!
Ah, starry Hope! that didst arise
But to be overcast!
A voice from out the Future cries,
""On! on!""-but over the Past
(Dim gulf!) my spirit hovering lies
Mute, motionless, aghast!

For, alas! alas! with me
The light of Life is over!
No more-no more-no more-
(Such language holds the solemn sea
To the sands upon the shore)
Shall bloom the thunder-blasted tree,
Or the stricken eagle soar!

And all my days are trances,
And all my nightly dreams
Are where thy grey eye glances,
And where thy footstep gleams-
In what ethereal dances,
By what eternal streams",145,"stricken eagle, future cries, solemn sea, grey eye, thunder-blasted tree, green isle, ethereal dances, eternal streams, eagle soar, spirit"
Edgar Allan Poe,The Valley of Unrest,48630,"Once it smiled a silent dell
Where the people did not dwell;
They had gone unto the wars,
Trusting to the mild-eyed stars,
Nightly, from their azure towers,
To keep watch above the flowers,
In the midst of which all day
The red sun-light lazily lay.
Now each visitor shall confess
The sad valley's restlessness.
Nothing there is motionless-
Nothing save the airs that brood
Over the magic solitude.
Ah, by no wind are stirred those trees
That palpitate like the chill seas
Around the misty Hebrides!
Ah, by no wind those clouds are driven
That rustle through the unquiet Heaven
Uneasily, from morn till even,
Over the violets there that lie
In myriad types of the human eye-
Over the lilies there that wave
And weep above a nameless grave!
They wave:-from out their fragrant tops
External dews come down in drops.
They weep:-from off their delicate stems
Perennial tears descend in gems",157,"unquiet heaven, fragrant tops, nameless grave, perennial tears, delicate stems, myriad types, mild-eyed stars"
Edgar Allan Poe,"""Alone""",46477,"From childhood's hour I have not been
As others were-I have not seen
As others saw-I could not bring
My passions from a common spring-
From the same source I have not taken
My sorrow-I could not awaken
My heart to joy at the same tone-
And all I loved-I loved alone-
Then-in my childhood-in the dawn
Of a most stormy life-was drawn
From every depth of good and ill
The mystery which binds me still-
From the torrent, or the fountain-
From the red cliff of the mountain-
From the sun that 'round me rolled
In its autumn tint of gold-
From the lightning in the sky
As it passed me flying by-
From the thunder, and the storm-
And the cloud that took the form
(When the rest of Heaven was blue)
Of a demon in my view-",141,"life-was drawn, passions, heaven, alone, were-i, view, torrent, tone, tint, thunder, then-in, storm, still, spring, source"
Edgar Allan Poe,A Dream Within a Dream,52829,"Take this kiss upon the brow!
And, in parting from you now,
Thus much let me avow -
You are not wrong, who deem
That my days have been a dream;
Yet if hope has flown away
In a night, or in a day,
In a vision, or in none,
Is it therefore the less gone?
All that we see or seem
Is but a dream within a dream.

I stand amid the roar
Of a surf-tormented shore,
And I hold within my hand
Grains of the golden sand -
How few! yet how they creep
Through my fingers to the deep,
While I weep - while I weep!
O God! Can I not grasp
Them with a tighter clasp?
O God! can I not save
One from the pitiless wave?
Is all that we see or seem
But a dream within a dream",141,"pitiless wave, tighter clasp, surf-tormented shore, wrong, vision, kiss, hand, dream"
Edgar Allan Poe,The Haunted Palace,52370,"In the greenest of our valleys
By good angels tenanted,
Once a fair and stately palace-
Radiant palace-reared its head.
In the monarch Thought's dominion,
It stood there!
Never seraph spread a pinion
Over fabric half so fair!

Banners yellow, glorious, golden,
On its roof did float and flow
(This-all this-was in the olden
Time long ago)
And every gentle air that dallied,
In that sweet day,
Along the ramparts plumed and pallid,
A wingèd odor went away.

Wanderers in that happy valley,
Through two luminous windows, saw
Spirits moving musically
To a lute's well-tunèd law,
Round about a throne where, sitting,
Porphyrogene!
In state his glory well befitting,
The ruler of the realm was seen.

And all with pearl and ruby glowing
Was the fair palace door,
Through which came flowing, flowing, flowing
And sparkling evermore,
A troop of Echoes, whose sweet duty
Was but to sing,
In voices of surpassing beauty,
The wit and wisdom of their king.

But evil things, in robes of sorrow,
Assailed the monarch's high estate;
(Ah, let us mourn!-for never morrow
Shall dawn upon him, desolate!)
And round about his home the glory
That blushed and bloomed
Is but a dim-remembered story
Of the old time entombed.

And travellers, now, within that valley,
Through the red-litten windows see
Vast forms that move fantastically
To a discordant melody;
While, like a ghastly rapid river,
Through the pale door
A hideous throng rush out forever,
And laugh-but smile no more",249,"evil things, happy valley, sweet duty, sweet day, gentle air, laugh-but smile, fair palace"
Edgar Allan Poe,"Sonnet
  
   -
  
  ﻿To Science",48625,"Science! true daughter of Old Time thou art!
Who alterest all things with thy peering eyes.
Why preyest thou thus upon the poet's heart,
Vulture, whose wings are dull realities?
How should he love thee? or how deem thee wise,
Who wouldst not leave him in his wandering
To seek for treasure in the jewelled skies,
Albeit he soared with an undaunted wing?
Hast thou not dragged Diana from her car,
And driven the Hamadryad from the wood
To seek a shelter in some happier star?
Hast thou not torn the Naiad from her flood,
The Elfin from the green grass, and from me
The summer dream beneath the tamarind tree",112,"true daughter, dull realities, undaunted wing, tamarind tree, jewelled skies, green grass, wise, vulture"
Edgar Allan Poe,A Dream,44886,"In visions of the dark night
I have dreamed of joy departed-
But a waking dream of life and light
Hath left me broken-hearted.

Ah! what is not a dream by day
To him whose eyes are cast
On things around him with a ray
Turned back upon the past?

That holy dream-that holy dream,
While all the world were chiding,
Hath cheered me as a lovely beam
A lonely spirit guiding.

What though that light, thro' storm and night,
So trembled from afar-
What could there be more purely bright
In Truth's day-star",95,"lovely beam, waking dream, holy dream, spirit guiding, lonely spirit, dark night, visions, truth, bright, world"
Edgar Allan Poe,Spirits of the Dead,48632,"I


Thy soul shall find itself alone
'Mid dark thoughts of the gray tombstone-
Not one, of all the crowd, to pry
Into thine hour of secrecy.


II


Be silent in that solitude,
Which is not loneliness-for then
The spirits of the dead who stood
In life before thee are again
In death around thee-and their will
Shall overshadow thee: be still.


III


The night, tho' clear, shall frown-
And the stars shall look not down
From their high thrones in the heaven,
With light like Hope to mortals given-
But their red orbs, without beam,
To thy weariness shall seem
As a burning and a fever
Which would cling to thee for ever.


IV


Now are thoughts thou shalt not banish,
Now are visions never to vanish;
From thy spirit shall they pass
No more-like dew-drop from the grass.


V


The breeze-the breath of God-is still-
And the mist upon the hill,
Shadowy-shadowy-yet unbroken,
Is a symbol and a token-
How it hangs upon the trees,
A mystery of mysteries",171,"shadowy-shadowy-yet unbroken, more-like dew-drop, high thrones, dark thoughts, breeze-the breath, visions, spirit, heaven"
Edgar Allan Poe,The Conqueror Worm,48633,"Lo! 't is a gala night
Within the lonesome latter years!
An angel throng, bewinged, bedight
In veils, and drowned in tears,
Sit in a theatre, to see
A play of hopes and fears,
While the orchestra breathes fitfully
The music of the spheres.

Mimes, in the form of God on high,
Mutter and mumble low,
And hither and thither fly-
Mere puppets they, who come and go
At bidding of vast formless things
That shift the scenery to and fro,
Flapping from out their Condor wings
Invisible Wo!

That motley drama-oh, be sure
It shall not be forgot!
With its Phantom chased for evermore
By a crowd that seize it not,
Through a circle that ever returneth in
To the self-same spot,
And much of Madness, and more of Sin,
And Horror the soul of the plot.

But see, amid the mimic rout,
A crawling shape intrude!
A blood-red thing that writhes from out
The scenic solitude!
It writhes!-it writhes!-with mortal pangs
The mimes become its food,
And seraphs sob at vermin fangs
In human gore imbued.

Out-out are the lights-out all!
And, over each quivering form,
The curtain, a funeral pall,
Comes down with the rush of a storm,
While the angels, all pallid and wan,
Uprising, unveiling, affirm
That the play is the tragedy, ""Man,""
And its hero, the Conqueror Worm",228,"funeral pall, seraphs sob, vermin fangs, shape intrude, self-same spot, scenic solitude, orchestra breathes, mortal pangs, mimic rout, mere puppets, human gore, gore imbued, formless things"
Edgar Allan Poe,Romance,48626,"Romance, who loves to nod and sing,
With drowsy head and folded wing,
Among the green leaves as they shake
Far down within some shadowy lake,
To me a painted paroquet
Hath been-a most familiar bird-
Taught me my alphabet to say-
To lisp my very earliest word
While in the wild wood I did lie,
A child-with a most knowing eye.
Of late, eternal Condor years
So shake the very Heaven on high
With tumult as they thunder by,
I have no time for idle cares
Through gazing on the unquiet sky.
And when an hour with calmer wings
Its down upon my spirit flings-
That little time with lyre and rhyme
To while away-forbidden things!
My heart would feel to be a crime
Unless it trembled with the strings",131,"idle cares, calmer wings, wild wood, unquiet sky, shadowy lake, painted paroquet, knowing eye, green leaves"
Elizabeth Barrett Browning,"Sonnets from the Portuguese  7: The face of all the world is changed, I think",43735,"The face of all the world is changed, I think,
Since first I heard the footsteps of thy soul
Move still, oh, still, beside me, as they stole
Betwixt me and the dreadful outer brink
Of obvious death, where I, who thought to sink,
Was caught up into love, and taught the whole
Of life in a new rhythm. The cup of dole
God gave for baptism, I am fain to drink,
And praise its sweetness, Sweet, with thee anear.
The names of country, heaven, are changed away
For where thou art or shalt be, there or here;
And this ... this lute and song ... loved yesterday,
(The singing angels know) are only dear,
Because thy name moves right in what they say",124,"obvious death, dreadful outer, singing angels, sweetness, sweet, dear, yesterday, world, soul, rhythm, names, moves"
Elizabeth Barrett Browning,Love,50307,"We cannot live, except thus mutually
We alternate, aware or unaware,
The reflex act of life: and when we bear
Our virtue onward most impulsively,
Most full of invocation, and to be
Most instantly compellant, certes, there
We live most life, whoever breathes most air
And counts his dying years by sun and sea.
But when a soul, by choice and conscience, doth
Throw out her full force on another soul,
The conscience and the concentration both
Make mere life, Love. For Life in perfect whole
And aim consummated, is Love in sooth,
As nature's magnet-heat rounds pole with pole",102,"virtue onward, mere life, magnet-heat rounds, full force, unaware, perfect, years, soul"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 14: If thou must love me, let it be for nought",43736,"If thou must love me, let it be for nought
Except for love's sake only. Do not say
I love her for her smile ... her look ... her way
Of speaking gently, ... for a trick of thought
That falls in well with mine, and certes brought
A sense of pleasant ease on such a day'-
For these things in themselves, Belovèd, may
Be changed, or change for thee,-and love, so wrought,
May be unwrought so. Neither love me for
Thine own dear pity's wiping my cheeks dry,-
A creature might forget to weep, who bore
Thy comfort long, and lose thy love thereby!
But love me for love's sake, that evermore
Thou may'st love on, through love's eternity",125,"pleasant ease, dear pity, cheeks dry, trick, smile, gently, comfort"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 20: Beloved, my Beloved, when I think",43737,"Beloved, my Beloved, when I think
That thou wast in the world a year ago,
What time I sate alone here in the snow
And saw no footprint, heard the silence sink
No moment at thy voice ... but, link by link,
Went counting all my chains, as if that so
They never could fall off at any blow
Struck by thy possible hand ... why, thus I drink
Of life's great cup of wonder! Wonderful,
Never to feel thee thrill the day or night
With personal act or speech,-nor ever cull
Some prescience of thee with the blossoms white
Thou sawest growing! Atheists are as dull,
Who cannot guess God's presence out of sight",119,"silence sink, wonderful, struck, hand, growing, dull, year"
Elizabeth Barrett Browning,Sonnets from the Portuguese  6: Go from me. Yet I feel that I shall stand,43734,"Go from me. Yet I feel that I shall stand
Henceforward in thy shadow. Nevermore
Alone upon the threshold of my door
Of individual life, I shall command
The uses of my soul, nor lift my hand
Serenely in the sunshine as before,
Without the sense of that which I forbore, ..
Thy touch upon the palm. The widest land
Doom takes to part us, leaves thy heart in mine
With pulses that beat double. What I do
And what I dream include thee, as the wine
Must taste of its own grapes. And when I sue
God for myself, He hears that name of thine,
And sees within my eyes, the tears of two",115,"widest land, individual life, tears, hand, dream, doom, wine, touch, threshold, soul"
Elizabeth Barrett Browning,The Lady's Yes,43727," Yes !"" I answered you last night ;
"" No !"" this morning, Sir, I say !
Colours, seen by candle-light,
Will not look the same by day.

When the tabors played their best,
Lamps above, and laughs below -
Love me
sounded like a jest,
Fit for
Yes
or fit for
No !


Call me false, or call me free -
Vow, whatever light may shine,
No man on your face shall see
Any grief for change on mine.

Yet the sin is on us both -
Time to dance is not to woo -
Wooer light makes fickle troth -
Scorn of
me
recoils on
you !


Learn to win a lady's faith
Nobly, as the thing is high ;
Bravely, as for life and death -
With a loyal gravity.

Lead her from the festive boards,
Point her to the starry skies,
Guard her, by your truthful words,
Pure from courtship's flatteries.

By your truth she shall be true -
Ever true, as wives of yore -
And her
Yes
, once said to you,
SHALL be Yes for evermore",171,"loyal gravity, festive boards, starry skies, truthful, truth, true, scorn, grief, free"
Elizabeth Barrett Browning,Sonnets from the Portuguese  5: I lift my heavy heart up solemnly,50539,"I lift my heavy heart up solemnly,
As once Electra her sepulchral urn,
And, looking in thine eyes, I overturn
The ashes at thy feet. Behold and see
What a great heap of grief lay hid in me,
And how the red wild sparkles dimly burn
Through the ashen greyness. If thy foot in scorn
Could tread them out to darkness utterly,
It might be well perhaps. But if instead
Thou wait beside me for the wind to blow
The grey dust up,... those laurels on thine head,
O My beloved, will not shield thee so,
That none of all the fires shall scorch and shred
The hair beneath. Stand further off then! Go",115,"grief lay, wild sparkles, sepulchral urn, heavy heart, hair beneath, ashen greyness, solemnly, scorn"
Elizabeth Barrett Browning,"Sonnets from the Portuguese  1:
  
   I thought once how Theocritus had sung",43733,"I thought once how Theocritus had sung
Of the sweet years, the dear and wished for years,
Who each one in a gracious hand appears
To bear a gift for mortals, old or young:
And, as I mused it in his antique tongue,
I saw, in gradual vision through my tears,
The sweet, sad years, the melancholy years,
Those of my own life, who by turns had flung
A shadow across me. Straightway I was 'ware,
So weeping, how a mystic Shape did move
Behind me, and drew me backward by the hair,
And a voice said in mastery, while I strove, ...
Guess now who holds thee?'-Death,' I said. But there,
The silver answer rang ... Not Death, but Love",122,"gracious hand, sweet years, melancholy years, gradual vision, silver answer, mystic shape, antique tongue, answer rang, weeping, tears, gift, death, dear, ware"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 44:  Beloved, thou has brought me many flowers",50538,"Beloved, thou hast brought me many flowers
Plucked in the garden, all the summer through
And winter, and it seemed as if they grew
In this close room, nor missed the sun and showers,
So, in the like name of that love of ours,
Take back these thoughts which here unfolded too,
And which on warm and cold days I withdrew
From my heart's ground. Indeed, those beds and bowers
Be overgrown with bitter weeds and rue,
And wait thy weeding; yet here's eglantine,
Here's ivy!- take them, as I used to do
Thy flowers, and keep them where they shall not pine.
Instruct thine eyes to keep their colours true,
And tell thy soul, their roots are left in mine",124,"bitter weeds, cold days, warm, true, weeding, thoughts, soul, showers, roots, room"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 43: How do I love thee? Let me count the ways
 
 
  
   Launch Audio in a New Window",43742,"How do I love thee? Let me count the ways.
I love thee to the depth and breadth and height
My soul can reach, when feeling out of sight
For the ends of being and ideal grace.
I love thee to the level of every day's
Most quiet need, by sun and candle-light.
I love thee freely, as men strive for right;
I love thee purely, as they turn from praise.
I love thee with the passion put to use
In my old griefs, and with my childhood's faith.
I love thee with a love I seemed to lose
With my lost saints. I love thee with the breath,
Smiles, tears, of all my life; and, if God choose,
I shall but love thee better after death.




Poetry Out Loud Note
: In the print anthology, this poem is titled simply ""How do I love thee? Let me count the ways."" The student may give either title during their recitation",162,"print anthology, loud note, tears, smiles, praise, passion, ideal"
Elizabeth Barrett Browning,Past and Future,43732,"MY future will not copy fair my past
On any leaf but Heaven's. Be fully done,
Supernal Will ! I would not fain be one
Who, satisfying thirst and breaking fast
Upon the fulness of the heart, at last
Saith no grace after meat. My wine hath run
Indeed out of my cup, and there is none
To gather up the bread of my repast
Scattered and trampled ! Yet I find some good
In earth's green herbs, and streams that bubble up
Clear from the darkling ground, - content until
I sit with angels before better food.
Dear Christ ! when thy new vintage fills my cup,
This hand shall shake no more, nor that wine spill",116,"dear christ, wine spill, vintage fills, green herbs, satisfying, heaven, hand"
Elizabeth Barrett Browning,To My Father on His Birthday,52631,"Amidst the days of pleasant mirth,
That throw their halo round our earth;
Amidst the tender thoughts that rise
To call bright tears to happy eyes;
Amidst the silken words that move
To syllable the names we love;
There glides no day of gentle bliss
More soothing to the heart than this!
No thoughts of fondness ever appear
More fond, than those I write of here!
No name can ever on tablet shine,
My father! more beloved than thine!
It is sweet, adown the shady past,
A lingering look of love to cast-
Back th' enchanted world to call,
That beamed around us first of all;
And walk with Memory fondly over
The paths where Hope had been before-
Sweet to receive the sylphic sound
That breathes in tenderness around,
Repeating to the listening ear
The names that made our childhood dear-
For parted Joy, like Echo, kind,
Will leave her dulcet voice behind,
To tell, amidst the magic air,
How oft she smiled and lingered there",167,"pleasant mirth, happy eyes, bright tears, tender thoughts, tablet shine, sylphic sound, shady past, magic air, dulcet voice, tenderness, sweet, soothing, kind, gentle, fondness"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 38: First time he kissed me, he but only kissed",50610,"First time he kissed me, he but only kissed
The fingers of this hand wherewith I write,
And ever since it grew more clean and white,...
Slow to world-greetings...quick with its ""Oh, list,""
When the angels speak. A ring of amethyst
I could not wear here plainer to my sight,
Than that first kiss. The second passed in height
The first, and sought the forehead, and half missed,
Half falling on the hair. O beyond meed!
That was the chrism of love, which love's own crown,
With sanctifying sweetness, did precede.
The third, upon my lips, was folded down
In perfect, purple state! since when, indeed,
I have been proud and said, ""My Love, my own.""",124,"hand wherewith, purple state, sweetness, perfect, kiss, falling, clean, world-greetings, white, time, sight, sanctifying, ring"
Elizabeth Barrett Browning,Grief,47646,"I tell you, hopeless grief is passionless;
That only men incredulous of despair,
Half-taught in anguish, through the midnight air
Beat upward to God's throne in loud access
Of shrieking and reproach. Full desertness,
In souls as countries, lieth silent-bare
Under the blanching, vertical eye-glare
Of the absolute heavens. Deep-hearted man, express
Grief for thy dead in silence like to death-
Most like a monumental statue set
In everlasting watch and moveless woe
Till itself crumble to the dust beneath.
Touch it; the marble eyelids are not wet:
If it could weep, it could arise and go",98,"hopeless grief, moveless woe, absolute heavens, monumental statue, midnight air, marble eyelids, loud access, full desertness"
Elizabeth Barrett Browning,"Sonnets from the Portuguese 28: My letters! all dead paper, ... mute and white ",43740,"My letters! all dead paper, ... mute and white ! -
And yet they seem alive and quivering
Against my tremulous hands which loose the string
And let them drop down on my knee to-night.
This said, ... he wished to have me in his sight
Once, as a friend: this fixed a day in spring
To come and touch my hand ... a simple thing,
Yet I wept for it! - this, ... the paper's light ...
Said,Dear, I love thee; and I sank and quailed
As if God's future thundered on my past.
This said,I am thine- and so its ink has paled
With lying at my heart that beat too fast.
And this ... O Love, thy words have ill availed,
If, what this said, I dared repeat at last",134,"dead paper, tremulous hands, lying, hand, friend, dear, alive, white, to-night, thine, string"
Elizabeth Barrett Browning,Sonnets from the Portuguese 26: I lived with visions for my company,43739,"I lived with visions for my company,
Instead of men and women, years ago,
And found them gentle mates, nor thought to know
A sweeter music than they played to me.
But soon their trailing purple was not free
Of this world's dust, - their lutes did silent grow,
And I myself grew faint and blind below
Their vanishing eyes. Then THOU didst come ... to be,
Belovèd, what they seemed. Their shining fronts,
Their songs, their splendours, (better, yet the same,
As river-water hallowed into fonts)
Met in thee, and from out thee overcame
My soul with satisfaction of all wants -
Because God's gifts put man's best dreams to shame",113,"vanishing eyes, trailing purple, sweeter music, silent grow, shining fronts, visions, splendours, satisfaction"
